Barcode,Lon,Lat,Lon_Park,Lat_Park
285,-95.27502,29.62296,-95.27689394,29.60541646
286,-95.27293,29.60996,-95.27689394,29.60541646
287,-95.28551,29.61272,-95.27689394,29.60541646
288,-95.28551,29.61272,-95.27689394,29.60541646
289,-95.27499,29.62089,-95.27689394,29.60541646
290,-95.28033,29.61891,-95.27689394,29.60541646
291,-95.28551,29.61272,-95.27689394,29.60541646
292,-95.27744,29.6198,-95.27689394,29.60541646
293,-95.28554,29.63039,-95.27689394,29.60541646
294,-95.24551,29.63182,-95.23676687,29.61497921
295,-95.24352,29.61828,-95.23676687,29.61497921
296,-95.24469,29.63223,-95.23676687,29.61497921
297,-95.25967,29.62511,-95.23676687,29.61497921
298,-95.25963,29.62434,-95.23676687,29.61497921
299,-95.24384,29.63199,-95.23676687,29.61497921
300,-95.22481,29.61431,-95.23676687,29.61497921
301,-95.24391,29.60997,-95.23676687,29.61497921
302,-95.23772,29.62335,-95.23676687,29.61497921
303,-95.22591,29.61524,-95.23676687,29.61497921
304,-95.22481,29.61431,-95.23676687,29.61497921
305,-95.25612,29.6302,-95.23676687,29.61497921
306,-95.23642,29.62421,-95.23676687,29.61497921
307,-95.24551,29.63182,-95.23676687,29.61497921
308,-95.24291,29.61601,-95.23676687,29.61497921
309,-95.22964,29.60874,-95.23676687,29.61497921
310,-95.24475,29.61517,-95.23676687,29.61497921
311,-95.23614,29.62421,-95.23676687,29.61497921
312,-95.22481,29.61431,-95.23676687,29.61497921
313,-95.25963,29.62434,-95.23676687,29.61497921
314,-95.24484,29.61645,-95.23676687,29.61497921
315,-95.23531,29.62293,-95.23676687,29.61497921
316,-95.24391,29.60997,-95.23676687,29.61497921
317,-95.24475,29.61517,-95.23676687,29.61497921
318,-95.24468,29.63219,-95.23676687,29.61497921
319,-95.24506,29.61795,-95.23676687,29.61497921
320,-95.23655,29.62291,-95.23676687,29.61497921
321,-95.24506,29.61795,-95.23676687,29.61497921
322,-95.2336,29.61991,-95.23676687,29.61497921
323,-95.22481,29.61431,-95.23676687,29.61497921
324,-95.22794,29.6091,-95.23676687,29.61497921
325,-95.22591,29.61524,-95.23676687,29.61497921
326,-95.25961,29.62418,-95.23676687,29.61497921
327,-95.22481,29.61431,-95.23676687,29.61497921
328,-95.24532,29.61276,-95.23676687,29.61497921
329,-95.24266,29.60594,-95.23676687,29.61497921
330,-95.2534,29.61487,-95.23676687,29.61497921
331,-95.25608,29.6296,-95.23676687,29.61497921
332,-95.24384,29.63199,-95.23676687,29.61497921
333,-95.24484,29.61645,-95.23676687,29.61497921
334,-95.22427,29.61788,-95.23676687,29.61497921
335,-95.24468,29.63219,-95.23676687,29.61497921
336,-95.23352,29.61298,-95.23676687,29.61497921
337,-95.24192,29.61425,-95.23676687,29.61497921
338,-95.22427,29.61788,-95.23676687,29.61497921
